,OtherExecScore,Analyst_Word_Count,Analyst_Sent_Count,CEO_Neg_Fin,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,marketcap,pricetobook,dividendyield,revenuegrowth,freecashflow,ebitda,CEOScore_sqrt,CEO_Word_Count_sqrt,CEO_Sent_Count_sqrt,OtherExec_Sent_Count_sqrt,CEO_Pos_Fin_sqrt,AnalystScore_pwr,OtherExec_Word_Count_pwr
12,1.15,1811.0,101.0,4.0,2.5,1.815603462,1.6532638629999998,1.544442616,1.710864484,1.517450175,146000000001.998,156000000042.2234,2046506001.028658,205.87525300000001,34994669690.0,42049000001.0,0.30983866769659335,66.59579566308972,14.035668847618199,13.68857754044952,4.0,1.0501647162132741,110.4149105809277
14,1.095,1409.0,59.0,6.0,2.411764706,1.82004904,1.6489660750000001,1.5313123659999999,1.6876440719999999,1.4896090979999999,5732096401.997992,156000000015.3863,2046506001.0,206.126498,30139115187.0,31084888001.0,0.3687817782917155,66.61831579978588,11.789826122551595,3.6457513110645907,4.464101615137754,1.0462630798717512,26.712766797728307
15,1.185,1832.0,72.0,5.0,2.272727273,1.818166048,1.680162086,1.5475637309999999,1.6896718769999999,1.501287865,5044683601.997992,156000000013.0865,2046506001.0,206.113409,30140765455.2,31093511001.0,0.37947331922020555,68.68769904429759,11.0,4.16227766016838,3.6457513110645907,1.0501647162132741,42.62766037009365
16,1.172,1755.0,136.0,3.0,2.2,1.805148127,1.667176347,1.527918735,1.686573225,1.501735805,5591181601.997992,156000000013.3679,2046506001.0,206.097077,30134736115.9,31102991001.0,0.38987177379235854,62.66578013557319,13.45362404707371,8.21110255092798,2.732050807568877,1.0481976406022682,62.4920972639511
17,1.5510000000000002,1299.0,54.0,6.0,2.375,1.807139649,1.670321412,1.536455631,1.677807423,1.5072253820000001,7704682801.997992,156000000013.7374,2046506001.0,206.054181,30085895171.7,31134663001.0,0.3807886552931954,67.20119046564577,13.19090595827292,2.0,4.3166247903554,1.0429565514644485,4.4822022531844965
18,1.142,2099.0,117.0,5.0,2.466666667,1.8050590990000002,1.664013403,1.548728367,1.690833292,1.5003602379999998,8596309291.997992,156000000014.5914,2046506001.0,206.057951,30100594425.2,31155229001.0,0.3987480407475377,55.749439459065414,11.045361017187261,8.348469228349535,4.3166247903554,1.0457845476246552,77.38034556399215
19,1.164,1433.0,104.0,6.0,1.888888889,1.793699067,1.65342135,1.510735486,1.684791208,1.486288387,13341600511.997992,156000000020.349,2046506001.0,206.079157,30130311427.3,31174754001.0,0.38600518131237566,57.48912940721924,13.0,3.23606797749979,3.0,1.0536846532902737,9.868908165896258
20,1.061,1838.0,128.0,4.0,2.5,1.806101216,1.648321929,1.5185325729999999,1.682112903,1.483445457,18885429451.997993,156000000027.108,2046506001.0,206.09652,30217856256.4,31188666001.0,0.3619392214170772,59.60704656330491,13.19090595827292,4.3166247903554,4.0,1.034074144763593,31.822337890876124
21,1.145,2458.0,139.0,3.0,2.555555556,1.8387183459999998,1.634571156,1.583074809,1.686023617,1.5047773420000001,56962030001.99799,156000000003.7735,2046506001.034418,205.767755,34894979357.0,34270000001.0,0.403732584763727,49.35585071701227,9.0,10.746794344808963,3.6457513110645907,1.063728078414416,108.96595934373812
22,1.17,1963.0,126.0,3.0,2.428571429,1.819494308,1.654858243,1.538038728,1.710246662,1.489141862,74460069229.99799,156000000003.3742,2046506001.030411,205.83946,8909380577.0,36002000001.0,0.4301162633521313,70.75309180523492,14.45683229480096,9.366600265340756,3.23606797749979,1.027588947295982,75.63386051016136
23,1.106,1411.0,75.0,4.0,2.666666667,1.831794372,1.646610803,1.536490414,1.69546021,1.487371473,82644432289.99799,156000000003.6152,2046506001.027722,205.894224,9050321119.0,36413000001.0,0.39115214431215894,77.57576941287789,17.635192088548397,6.0990195135927845,4.872983346207417,1.0453080660259961,36.64120533226047
