CEO,Ticker,Sector,Quarter,Year,Date,CEOScore,AnalystScore,OtherExecScore,CEO_Word_Count,Analyst_Word_Count,OtherExec_Word_Count,CEO_Sent_Count,Analyst_Sent_Count,OtherExec_Sent_Count,CEO_Pos_Fin,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile
F. Thomson Leighton,AKAM,Information Technology,Q2,2014,7/30/2014 22:00,0.141,0.134,0.194,2906,2116,2980,139,101,153,3,6,0.5,-0.333333333,0.821067296,0.636709024,0.582937122,0.66929306,0.544331695,0.988340687,0.573633192,0.762869371,0.033335378,0.913924966
F. Thomson Leighton,AKAM,Information Technology,Q3,2014,10/29/2014 21:50,0.146,0.102,0.144,4929,2467,1768,222,114,74,6,7,0.857142857,-0.076923077,0.81798245,0.641451902,0.588498291,0.695977192,0.525953328,0.985055234,0.613066735,0.799598217,0.122482689,0.850668968
Thomson Leighton,AKAM,Information Technology,Q4,2014,2/10/2015 22:28,0.181,0.14,0.164,2530,1790,2477,118,91,119,7,2,3.5,0.555555556,0.805643012,0.658393831,0.610490391,0.716164722,0.534539072,0.962874182,0.742335785,0.908737848,0.256278618,0.883293413
Frank Thomson Leighton,AKAM,Information Technology,Q1,2015,4/28/2015 20:27,0.173,0.201,0.146,1738,2866,3789,81,210,171,10,0,inf,1,0.812586022,0.646289113,0.634526719,0.72900166,0.51385771,0.977385915,0.652113549,0.969373812,0.369961155,0.795239826
Frank Thomson Leighton,AKAM,Information Technology,Q2,2015,7/28/2015 22:43,0.166,0.168,0.121,3224,2975,3196,131,180,138,3,4,0.75,-0.142857143,0.811118916,0.644786822,0.595803191,0.695990411,0.522156891,0.974801214,0.640136306,0.842283561,0.122550185,0.834464864
Frank Thomson Leighton,AKAM,Information Technology,Q3,2015,10/27/2015 23:11,0.103,0.175,0.151,2767,3204,3619,113,197,160,4,2,2,0.333333333,0.82024938,0.624601913,0.585970336,0.705106538,0.508450229,0.987537244,0.470525084,0.783343878,0.175404195,0.766941851
Frank Thomson Leighton,AKAM,Information Technology,Q4,2015,2/9/2016 22:47,0.145,0.191,0.131,2988,3467,3388,153,200,134,10,2,5,0.666666667,0.816689081,0.654133063,0.628855812,0.724294636,0.538174559,0.983457107,0.711990998,0.959471523,0.326226036,0.895460855
Frank Thomson Leighton,AKAM,Information Technology,Q1,2016,4/26/2016 21:45,0.159,0.206,0.14,2674,3274,2614,126,252,131,1,0,inf,1,0.806398967,0.637368767,0.606110285,0.695084074,0.549698286,0.964754098,0.579172449,0.891559828,0.117982835,0.927927457
Luther Kissam,ALB,Materials,Q1,2014,4/17/2014 15:03,0.103,0.127,0.126,2451,1553,1480,79,59,47,3,6,0.5,-0.333333333,0.804073373,0.67513711,0.566537967,0.701985048,0.529414255,0.958708888,0.843643676,0.63610362,0.155878667,0.864486711
Luther C. Kissam,ALB,Materials,Q2,2014,7/31/2014 13:30,0.109,0.091,0.078,2574,1740,1577,133,93,84,8,13,0.615384615,-0.238095238,0.796812889,0.668194545,0.541615996,0.710731286,0.533050709,0.934284866,0.805296929,0.416665958,0.214315762,0.878032996
Luther C. Kissam,ALB,Materials,Q3,2014,10/23/2014 23:03,0.13,0,0.09,3997,0,2637,162,0,116,10,8,1.25,0.111111111,0.805507838,0.648767183,0.576269955,0.722496238,0.516718751,0.962529545,0.671537924,0.714355414,0.310089782,0.809346625
Luther C. Kissam,ALB,Materials,Q4,2014,1/29/2015 16:10,0.109,0.082,0.09,2776,1388,1575,121,69,75,7,1,7,0.75,0.811494788,0.638483078,0.548407769,0.69037539,0.517239506,0.975485934,0.588492237,0.476783213,0.096189289,0.811848587
Luther C. Kissam,ALB,Materials,Q1,2015,5/7/2015 9:00,0.117,0.217,0.122,2240,2093,2607,108,152,137,4,11,0.363636364,-0.466666667,0.795300002,0.657678705,0.554018596,0.677709245,0.515396441,0.92800594,0.737361013,0.526911387,0.052382037,0.802902429
Luke C. Kissam,ALB,Materials,Q2,2015,8/6/2015 13:17,0.117,0.196,0.14,1820,2033,2462,78,135,128,2,4,0.5,-0.333333333,0.788586779,0.642918774,0.558890769,0.6833188,0.511599119,0.894501818,0.625050062,0.570124803,0.069292792,0.783677043
Luke C. Kissam,ALB,Materials,Q3,2015,11/5/2015 16:47,0.127,0.146,0.157,3760,2767,1567,197,180,87,2,7,0.285714286,-0.555555556,0.783924711,0.603894588,0.532846091,0.686209753,0.479271534,0.86537833,0.302255651,0.342018328,0.079512437,0.583634604
Luke C. Kissam,ALB,Materials,Q4,2015,2/18/2016 14:51,0.137,0.169,0.055,4171,2345,1198,223,166,62,6,8,0.75,-0.142857143,0.792194406,0.643735105,0.563069181,0.69532684,0.518873755,0.91368902,0.631667832,0.60654634,0.119194241,0.819567885
Luther C. Kissam,ALB,Materials,Q1,2016,5/11/2016 9:00,0.111,0.175,0.116,2361,2429,2879,131,152,178,8,2,4,0.6,0.79448414,0.666142292,0.544060641,0.695276952,0.528442499,0.924434137,0.792948242,0.438155838,0.118944581,0.860698556
John McGlade,APD,Materials,Q2,2014,4/23/2014 16:03,0.115,0.155,0.118,1770,2418,2269,64,112,93,3,2,1.5,0.2,0.83422999,0.689174762,0.573881168,0.706620289,0.525542003,0.996323847,0.904989965,0.695892093,0.18540824,0.84896632
Seifi Ghasemi,APD,Materials,Q3,2014,7/23/2014 14:39,0.203,0.155,0.126,2632,2074,1230,118,106,46,5,2,2.5,0.428571429,0.805546573,0.677631457,0.542198739,0.728858603,0.515426081,0.962628569,0.856114988,0.42176856,0.368603327,0.803048304
Seifollah Ghasemi,APD,Materials,Q4,2014,10/30/2014 13:40,0.131,0.075,0.089,2750,1412,1276,156,76,62,4,2,2,0.333333333,0.808392731,0.697128742,0.538477331,0.715295244,0.535205652,0.969340306,0.930704244,0.389444681,0.249287948,0.885596439
Seifollah Ghasemi,APD,Materials,Q1,2015,1/29/2015 17:14,0.146,0.186,0.12,2326,1685,2638,141,124,117,0,4,0,-1,0.799451492,0.681913853,0.576446982,0.758392079,0.518310901,0.94420996,0.87592258,0.715702187,0.658121073,0.816931997
Seifi Ghasemi,APD,Materials,Q2,2015,4/30/2015 10:00,0.166,0.108,0.133,1803,1325,1735,83,61,61,4,2,2,0.333333333,0.814742217,0.686727686,0.54553545,0.694194659,0.547983683,0.980776719,0.895813775,0.451213309,0.113619124,0.923657525
Seifollah Ghasemi,APD,Materials,Q3,2015,7/30/2015 20:07,0.174,0.156,0.113,2442,2267,1351,137,161,75,2,5,0.4,-0.428571429,0.810061228,0.727622122,0.626412693,0.773805933,0.571733753,0.972787937,0.983613275,0.954470384,0.786712453,0.967945665
Seifollah Ghasemi,APD,Materials,Q4,2015,10/29/2015 13:47,0.148,0.159,0.149,1775,1912,1490,101,141,77,4,2,2,0.333333333,0.804425884,0.708201971,0.638099066,0.787940485,0.555072783,0.959675887,0.95714466,0.974514533,0.87505394,0.94013026
Seifi Ghasemi,APD,Materials,Q1,2016,1/29/2016 16:59,0.166,0.161,0.11,2679,1330,1393,169,113,67,4,5,0.8,-0.111111111,0.775726306,0.677761438,0.536159557,0.722960278,0.511874732,0.801786359,0.856745944,0.369677639,0.314220168,0.785107961
Seifollah Ghasemi,APD,Materials,Q2,2016,4/28/2016 14:21,0.172,0.148,0.128,2066,2117,2358,132,148,127,7,0,inf,1,0.808375684,0.714113386,0.667425893,0.797457075,0.549084206,0.969303296,0.967496837,0.995458698,0.917734811,0.926419744
Joel Marcus,ARE,Real Estate,Q3,2014,11/3/2014 17:39,0.149,0.072,0.108,2042,1303,924,68,47,37,2,6,0.333333333,-0.5,0.82308711,0.670003437,0.554341418,0.748029224,0.518519065,0.99013485,0.815801019,0.529790173,0.558303639,0.817909633
Joel Marcus,ARE,Real Estate,Q4,2014,2/3/2015 18:45,0.145,0.128,0.136,3736,1741,812,188,78,38,6,1,6,0.714285714,0.819871132,0.634169471,0.581882092,0.726662957,0.524725689,0.987149755,0.552184556,0.755506239,0.34797816,0.845549137
Joel Marcus,ARE,Real Estate,Q1,2015,4/28/2015 20:34,0.139,0.132,0.111,1703,1528,1927,62,66,69,0,2,0,-1,0.806013162,0.629764015,0.568498098,0.703846742,0.532226297,0.963804667,0.514648933,0.652466854,0.167344595,0.875048585
Joel Marcus,ARE,Real Estate,Q2,2015,7/28/2015 19:57,0.163,0.095,0.157,3377,2042,1994,102,95,84,4,3,1.333333333,0.142857143,0.815638476,0.633149669,0.563096776,0.728538025,0.515409403,0.982053348,0.543524691,0.606784168,0.365566546,0.80296623
Joel Marcus,ARE,Real Estate,Q3,2015,11/3/2015 20:09,0.141,0.087,0.09,3912,2021,1498,176,78,70,11,7,1.571428571,0.222222222,0.813960035,0.62320357,0.573208048,0.715339672,0.499269259,0.979600284,0.458612014,0.690594978,0.249642679,0.71428539
Joel Marcus,ARE,Real Estate,Q4,2015,2/2/2016 21:16,0.155,0.142,0.118,2708,2150,1116,99,113,46,3,0,inf,1,0.810172868,0.646058513,0.570728949,0.723258498,0.519962099,0.973006585,0.650284531,0.670748785,0.316886978,0.824596754
Joel Marcus,ARE,Real Estate,Q1,2016,5/3/2016 15:00,0.143,0.112,0.133,1906,1264,1987,94,56,84,2,0,inf,1,0.804625444,0.636561546,0.568258964,0.742850684,0.504450049,0.960215111,0.572392928,0.650484985,0.506545123,0.744683345
Joel Marcus,ARE,Real Estate,Q2,2016,8/2/2016 18:58,0.17,0.093,0.12,2928,1382,2306,60,39,62,4,2,2,0.333333333,0.819634867,0.665990459,0.574806787,0.723474963,0.534026818,0.986902468,0.792016591,0.703109448,0.318828695,0.881501385
Joel Marcus,ARE,Real Estate,Q3,2016,11/1/2016 21:15,0.17,0.211,0.132,1597,1049,2034,36,39,62,5,1,5,0.666666667,0.811334229,0.66538105,0.592107013,0.755575389,0.509589691,0.97519538,0.788252436,0.821489734,0.631748774,0.773079225
Dean Scarborough,AVY,Materials,Q2,2014,7/25/2014 17:49,0.157,0.147,0.059,3190,1878,819,133,118,33,4,3,1.333333333,0.142857143,0.812351612,0.640818756,0.5628278,0.688627748,0.49611849,0.976988597,0.60786013,0.604464264,0.088903892,0.694993594
Dean Scarborough,AVY,Materials,Q3,2014,10/24/2014 16:14,0.174,0.18,0.095,3448,2918,1393,162,152,60,7,10,0.7,-0.176470588,0.814867213,0.655516355,0.542935956,0.682960039,0.498292388,0.98095927,0.722025415,0.428242533,0.068098558,0.708366449
Dean Scarborough,AVY,Materials,Q4,2014,2/2/2015 18:16,0.145,0.105,0.114,2093,2140,2948,88,103,121,8,7,1.142857143,0.066666667,0.812023474,0.64993319,0.547630688,0.682723596,0.50527328,0.976422548,0.680523614,0.469851607,0.067320219,0.749353122
Dean Scarborough,AVY,Materials,Q1,2015,4/29/2015 18:20,0.18,0.187,0.167,2962,1795,2839,120,91,116,14,4,3.5,0.555555556,0.814499929,0.636882249,0.561520673,0.694712977,0.499187288,0.980418632,0.575089061,0.593139022,0.116147931,0.71379092
Dean Scarborough,AVY,Materials,Q2,2015,8/2/2015 1:18,0.193,0.16,0.132,2627,2616,2146,142,151,110,4,1,4,0.6,0.808038593,0.624481028,0.540163868,0.689192065,0.487033975,0.968563831,0.469494013,0.404013576,0.091210027,0.636418354
Dean Scarborough,AVY,Materials,Q3,2015,10/31/2015 8:20,0.153,0.154,0.092,2851,3368,695,138,204,35,4,9,0.444444444,-0.384615385,0.806233789,0.650033858,0.566136847,0.679420119,0.500888063,0.964350142,0.681294553,0.632723075,0.057151109,0.723966103
Dean A. Scarborough,AVY,Materials,Q4,2015,2/3/2016 16:05,0.177,0.171,0.093,2218,1991,1916,112,144,94,4,5,0.8,-0.111111111,0.801679759,0.65330812,0.583461417,0.713559595,0.511553997,0.95163565,0.705926584,0.766482645,0.23564205,0.783442256
Dean Scarborough,AVY,Materials,Q1,2016,4/27/2016 15:21,0.169,0.137,0.143,919,1460,2116,47,86,98,2,2,1,0,0.823137602,0.676077105,0.592468205,0.714561808,0.506695001,0.990176427,0.848424649,0.823594699,0.24347085,0.757310063
Mitchell R. Butier,AVY,Materials,Q2,2016,7/26/2016 17:27,0.164,0.162,0.089,4059,2933,1257,157,160,49,15,6,2.5,0.428571429,0.81059874,0.662261868,0.605020879,0.71528157,0.532882205,0.97382724,0.768371921,0.886947412,0.249178821,0.877427111
John A. Hayes,BLL,Materials,Q2,2014,7/31/2014 16:20,0.116,0.111,0.118,4445,3106,1281,210,135,67,10,8,1.25,0.111111111,0.820615303,0.637494295,0.543525797,0.695940315,0.505391103,0.987902434,0.580224651,0.433436328,0.122294538,0.750017752
John A. Hayes,BLL,Materials,Q3,2014,10/30/2014 15:01,0.125,0.129,0.144,5289,3415,2404,252,178,130,18,10,1.8,0.285714286,0.816342702,0.627920688,0.551250359,0.697259297,0.493631802,0.983005055,0.498885342,0.50218331,0.12915077,0.679371796
John A. Hayes,BLL,Materials,Q4,2014,2/5/2015 16:10,0.11,0.097,0.117,4029,4011,2390,165,167,122,3,14,0.214285714,-0.647058824,0.814884333,0.619162953,0.535616844,0.683847466,0.503128446,0.980984157,0.424433733,0.365096328,0.071081927,0.737092531
John Hayes,BLL,Materials,Q1,2015,4/30/2015 11:00,0.109,0.089,0.082,4676,2564,1510,222,123,79,7,12,0.583333333,-0.263157895,0.804659432,0.641732827,0.546544848,0.687889592,0.514538732,0.96030636,0.615370453,0.460181604,0.085953243,0.798652817
John Hayes,BLL,Materials,Q2,2015,7/31/2015 23:38,0.129,0.124,0.125,3018,2208,1554,136,127,74,3,8,0.375,-0.454545455,0.807969706,0.641372473,0.528457662,0.704686808,0.512810674,0.968410918,0.612414659,0.306672584,0.172692038,0.789925917
John A. Hayes,BLL,Materials,Q3,2015,10/29/2015 18:00,0.157,0.176,0.143,4520,3876,1576,269,256,95,7,6,1.166666667,0.076923077,0.818757745,0.66912966,0.604739757,0.742366811,0.531290701,0.985948112,0.810771831,0.885734777,0.501689682,0.871600321
John Hayes,BLL,Materials,Q4,2015,1/28/2016 21:28,0.116,0.158,0.143,3039,3431,2306,142,230,135,7,6,1.166666667,0.076923077,0.811496957,0.652313017,0.553631672,0.695629962,0.515127874,0.97548984,0.698533737,0.523459124,0.120719116,0.80157766
John A. Hayes,BLL,Materials,Q1,2016,4/28/2016 16:17,0.13,0.178,0.103,1793,2436,1489,93,146,81,2,5,0.4,-0.428571429,0.81568179,0.671468796,0.621143847,0.75487715,0.541983402,0.982113169,0.824046371,0.941997283,0.625108246,0.907193742
John A. Hayes,BLL,Materials,Q2,2016,8/4/2016 17:57,0.149,0.185,0.107,5465,3253,1054,261,196,43,11,10,1.1,0.047619048,0.813678821,0.673072176,0.605026235,0.74562125,0.535072661,0.979162673,0.832796043,0.886970428,0.534306028,0.885139559
Ian M. Cook,CL,Consumer Staples,Q2,2014,7/31/2014 14:40,0.099,0.09,0,3843,1743,0,173,71,0,3,3,1,0,0.810116874,0.659743298,0.573994833,0.675231631,0.534193877,0.972897103,0.751588322,0.696782583,0.046041939,0.882087934
Ian M. Cook,CL,Consumer Staples,Q3,2014,10/24/2014 15:10,0.091,0.106,0,3502,1756,0,160,65,0,6,4,1.5,0.2,0.813354206,0.671250472,0.556544413,0.690037843,0.530679062,0.978647666,0.822832929,0.549386237,0.094748998,0.869310648
Ian M. Cook,CL,Consumer Staples,Q4,2014,1/29/2015 17:40,0.14,0.133,0,4986,2171,0,163,75,0,12,5,2.4,0.411764706,0.809257128,0.682328048,0.568102064,0.701471914,0.538656157,0.971169064,0.877731906,0.649182405,0.15281162,0.897001085
Ian M. Cook,CL,Consumer Staples,Q1,2015,4/30/2015 16:50,0.144,0.097,0,4132,2321,0,215,107,0,12,11,1.090909091,0.043478261,0.812962951,0.662986044,0.586929506,0.686327079,0.548156271,0.978012668,0.773078124,0.789599103,0.079950073,0.92409585
Ian M. Cook,CL,Consumer Staples,Q2,2015,7/30/2015 17:39,0.138,0.168,0,4822,2528,0,180,147,0,7,6,1.166666667,0.076923077,0.808944728,0.69353077,0.599272171,0.725853737,0.561564216,0.970518885,0.919827835,0.860290659,0.340484871,0.952641338
Ian Cook,CL,Consumer Staples,Q3,2015,10/30/2015 16:52,0.097,0.133,0,4594,2487,0,157,98,0,5,6,0.833333333,-0.090909091,0.811869587,0.672932367,0.560455571,0.701784229,0.531182303,0.976153082,0.832044454,0.583852326,0.154673556,0.871196576
Ian Cook,CL,Consumer Staples,Q4,2015,1/29/2016 17:00,0.128,0.151,0,3784,1915,0,180,103,0,10,5,2,0.333333333,0.821110477,0.682669396,0.580209524,0.710377763,0.543575538,0.988381826,0.879209031,0.743585283,0.211731369,0.911798581
Ian M. Cook,CL,Consumer Staples,Q1,2016,4/29/2016 1:32,0.14,0.198,0,4867,2046,0,202,102,0,6,4,1.5,0.2,0.815018483,0.685464123,0.590737107,0.723723364,0.558478949,0.981178217,0.890831472,0.813363185,0.321063008,0.946984326
Ian M. Cook,CL,Consumer Staples,Q2,2016,7/28/2016 18:13,0.116,0.156,0,3398,1888,0,151,109,0,3,5,0.6,-0.25,0.81402866,0.701458376,0.596150378,0.720686894,0.559017743,0.979705885,0.942243066,0.844151535,0.294216317,0.948009127
Lynn Good,DUK,Utilities,Q2,2014,8/7/2014 16:41,0.12,0,0.134,4232,0,2010,153,0,85,3,2,1.5,0.2,0.812002831,0.673863701,0.593519482,0.714446427,0.5258897,0.976386551,0.837010171,0.829631546,0.242562447,0.850406424
Lynn Good,DUK,Utilities,Q3,2014,11/5/2014 15:20,0.189,0,0.128,2941,0,2125,142,0,98,2,4,0.5,-0.333333333,0.810964774,0.677064767,0.611982284,0.739809158,0.541335807,0.974515818,0.853342283,0.914102013,0.476037732,0.905270721
Lynn J. Good,DUK,Utilities,Q4,2014,2/18/2015 13:30,0.263,0.161,0.117,1306,1895,1368,96,108,63,4,1,4,0.6,0.803217221,0.687539866,0.632192031,0.768700836,0.536959603,0.956281926,0.898927981,0.965570947,0.747502345,0.89150124
Lynn Good,DUK,Utilities,Q1,2015,5/1/2015 10:00,0.132,0.053,0.113,2045,1510,2128,100,58,104,4,1,4,0.6,0.805802071,0.689352232,0.570311888,0.696638791,0.548101621,0.963276395,0.905631536,0.667360205,0.1258928,0.923957261
Lynn J. Good,DUK,Utilities,Q2,2015,8/6/2015 15:09,0.209,0.179,0.163,2866,2818,1836,193,147,96,1,1,1,0,0.791751865,0.657727746,0.610580827,0.723579963,0.51421289,0.91148657,0.73770373,0.909069928,0.319772347,0.797024109
Lynn Good,DUK,Utilities,Q3,2015,11/5/2015 16:14,0.18,0.118,0.103,1799,1654,1151,71,66,48,4,1,4,0.6,0.801960983,0.673872891,0.591229441,0.710997092,0.520349689,0.952513846,0.837058689,0.81630981,0.216270939,0.826366008
Lynn J. Good,DUK,Utilities,Q4,2015,2/18/2016 17:13,0.166,0.183,0.099,3897,2590,1508,216,158,72,4,3,1.333333333,0.142857143,0.831222575,0.725270195,0.665877521,0.768423822,0.574197241,0.995148726,0.981439074,0.994976836,0.745271211,0.970962021
Lynn J. Good,DUK,Utilities,Q1,2016,5/3/2016 10:00,0.169,0.171,0.077,3495,2508,1567,215,164,85,8,2,4,0.6,0.803680952,0.706428966,0.650590984,0.765123597,0.566705082,0.957610388,0.953565817,0.987181419,0.71791796,0.96098375
Lynn J. Good,DUK,Utilities,Q2,2016,8/4/2016 16:05,0.167,0.162,0.112,3944,2278,1437,249,133,85,6,3,2,0.333333333,0.80635347,0.700249001,0.661527526,0.767222183,0.570357695,0.964643207,0.939183581,0.993370738,0.735474747,0.966151089
Ted Craver,EIX,Utilities,Q2,2014,8/2/2014 7:51,0.122,0.142,0.108,1170,2186,2600,58,117,138,3,0,inf,1,0.831241369,0.624926402,0.577599024,0.660145226,0.500745917,0.995157005,0.473293709,0.724391644,0.0195091,0.723122535
Ted Craver,EIX,Utilities,Q3,2014,10/28/2014 22:45,0.122,0.148,0.069,783,2245,2760,40,132,175,1,0,inf,1,0.810594989,0.658468315,0.540159551,0.71249401,0.482725112,0.973820104,0.742851104,0.403976103,0.227472814,0.607367708
Ted Craver,EIX,Utilities,Q4,2014,2/24/2015 20:24,0.091,0.076,0.096,1228,1490,2987,51,59,138,2,2,1,0,0.819376138,0.625842473,0.537077437,0.664320567,0.499395394,0.98662696,0.48111639,0.377467877,0.025058331,0.715045467
Theodore Craver,EIX,Utilities,Q1,2015,4/28/2015 21:10,0.116,0.058,0.066,413,1453,1633,18,59,82,1,0,inf,1,0.810991925,0.649227786,0.562309089,0.723598793,0.496886437,0.974566284,0.675099743,0.599980012,0.319941706,0.699748763
Theodore Craver,EIX,Utilities,Q3,2015,10/27/2015 21:36,0.063,0.057,0.088,556,1490,2726,26,52,130,0,4,0,-1,0.845736825,0.643175863,0.563351675,0.677707166,0.494216906,0.998820498,0.62713829,0.608979165,0.052376439,0.683077586
"Theodore F. Craver, Jr.",EIX,Utilities,Q4,2015,2/23/2016 21:15,0.117,0.155,0.097,1197,1858,2487,40,106,123,2,2,1,0,0.811239443,0.640527612,0.579083524,0.703891923,0.521612293,0.9750225,0.605459377,0.73539259,0.167629452,0.832050418
"Theodore F. Craver, Jr.",EIX,Utilities,Q1,2016,5/2/2016 16:30,0.122,0.143,0.121,1559,1908,3049,56,105,128,5,4,1.25,0.111111111,0.823631591,0.661000068,0.605793243,0.717466589,0.536208027,0.990575188,0.760043393,0.890231704,0.266933644,0.888998417
Ted Craver,EIX,Utilities,Q2,2016,7/30/2016 10:49,0.12,0.18,0.135,1487,1366,2767,70,86,177,11,0,inf,1,0.824378941,0.653642708,0.579149995,0.699423619,0.519926771,0.991151556,0.708393357,0.735879901,0.140969768,0.824434924
Muhtar Kent,KO,Consumer Staples,Q2,2014,7/22/2014 16:14,0.208,0.206,0.184,2612,2069,1443,82,98,46,4,2,2,0.333333333,0.806820603,0.653315567,0.564806453,0.693976168,0.501867661,0.96576824,0.705981595,0.621438311,0.112564981,0.729744989
Muhtar Kent,KO,Consumer Staples,Q3,2014,10/21/2014 15:29,0.161,0.152,0.184,3906,2079,1524,156,111,52,10,6,1.666666667,0.25,0.81517924,0.677013552,0.568992492,0.697930025,0.521269909,0.981408545,0.85308994,0.656550998,0.132737661,0.830520926
Muhtar Kent,KO,Consumer Staples,Q4,2014,2/10/2015 15:03,0.173,0.13,0.176,2009,1355,1445,63,53,57,9,0,inf,1,0.807021142,0.654102391,0.559997046,0.685491627,0.498650654,0.966242103,0.711766582,0.579839628,0.07687318,0.710543841
Muhtar Kent,KO,Consumer Staples,Q1,2015,4/22/2015 15:04,0.168,0.163,0.122,1824,2085,2423,61,75,89,2,1,2,0.333333333,0.807659238,0.655699444,0.579924248,0.69580774,0.509855345,0.967714102,0.723340647,0.741522211,0.1216198,0.774496875
Muhtar Kent,KO,Consumer Staples,Q2,2015,7/22/2015 14:15,0.214,0.205,0.15,2308,2052,2379,83,134,80,3,0,inf,1,0.816074706,0.668156808,0.611984847,0.728298237,0.523704037,0.98264809,0.805073987,0.914111019,0.363300552,0.841200919
Ahmet Muhtar Kent,KO,Consumer Staples,Q3,2015,10/21/2015 13:57,0.168,0.163,0.114,2508,2214,1411,104,141,59,5,0,inf,1,0.825406462,0.675632452,0.608473606,0.711226824,0.539498561,0.991893465,0.846175314,0.901096965,0.217969057,0.899655476
Ahmet Muhtar Kent,KO,Consumer Staples,Q4,2015,2/9/2016 13:53,0.165,0.187,0.146,2453,2380,3040,118,130,138,1,1,1,0,0.820352256,0.680112153,0.596877322,0.718356919,0.521818868,0.987640866,0.867834622,0.848015292,0.274347177,0.832968915
Ahmet Muhtar Kent,KO,Consumer Staples,Q1,2016,4/20/2016 13:45,0.198,0.183,0.139,1991,2116,2587,89,91,141,5,0,inf,1,0.821784311,0.689535128,0.576185101,0.712337379,0.528279497,0.98900764,0.90628937,0.713708791,0.226285603,0.860056144
Ahmet Muhtar Kent,KO,Consumer Staples,Q2,2016,7/27/2016 13:51,0.18,0.179,0.141,1225,1879,3888,48,109,162,4,2,2,0.333333333,0.832311566,0.661024988,0.603551867,0.706813449,0.523722615,0.995608185,0.76020944,0.880508537,0.186709802,0.841280697
Maureen Borkowski,AEE,Utilities,Q3,2015,11/6/2015 14:51,0.07,0.177,0.134,312,1261,3289,15,79,177,1,0,inf,1,0.834488593,0.700311685,0.550606989,0.708464863,0.5474749,0.996411854,0.939345213,0.49643153,0.198066993,0.922354156
Warner Baxter,AEE,Utilities,Q4,2015,2/19/2016 14:57,0.165,0.167,0.124,2013,1249,2045,82,79,91,2,2,1,0,0.834830518,0.666790912,0.597704967,0.725290001,0.519209657,0.996525312,0.796900279,0.852336171,0.335301497,0.821129538
